SUW,Interavia Airlines,ASTAIR,Russia
IVT,Interaviatrans,INTERAVIA,Ukraine
ICT,Intercontinental de Aviación,CONTAVIA,Colombia
ICP,Intercopters,CHOPER,Spain
IFT,Interflight,INTERFLIGHT,United Kingdom
RFL,Interfly,INFLY,Italy
IFF,Interfreight Forwarding,INTERFREIGHT,Sudan
IGN,Interguide Air,DIVINE AIR,Nigeria
ISN,Interisland Airlines,TRI-BIRD,Philippines
IWY,Interisland Airways Limited,ISLANDWAYS,Turks and Caicos Islands
MTF,Interjet,INTERJET,Italy
IHE,Interjet Helicopters,INTERCOPTER,Greece
ITK,Interlink Airlines,INTERLINK,South Africa
IAK,International Air Cargo Corporation,AIR CARGO EGYPT,Egypt
EXX,International Air Corporation,EXPRESS INTERNATIONAL,United States
IAS,International Air Service,STARFLEET,United States
IAX,International Air Services,INTERAIR SERVICES,Liberia
IBZ,International Business Air,INTERBIZ,Sweden
IBY,International Business Aircraft,CENTRAL STAGE,United States
ICS,International Charter Services,INTERSERVI,Mexico
ICX,International Charter Xpress,INTEX,United States
RED,International Committee of the Red Cross,RED CROSS,Switzerland
IIG,International Company for Transport, Trade and Public Works,ALDAWLYH AIR,Libya
IFX,International Flight Training Academy,IFTA,United States
IJA,International Jet Aviation Services,I-JET,United States
HSP,International Jet Charter,HOSPITAL,United States
RSQ,International SOS WIndhoek,SKYMEDIC,Namibia
THN,International Security Assistance Force,ATHENA,Canada
ITH,International Trans-Air,INTRANS NIGERIA,Nigeria
IPT,Interport Corporation,INTERPORT,United States
IKY,Intersky Bulgary,GENERAL SKY,Bulgaria
ISK,Intersky,INTERSKY,Austria
FWA,Interstate Airlines,FREEWAYAIR,Netherlands
ITU,Intervuelos,INTERLOS,Mexico
INV,Inversija,INVER,Latvia
IND,Iona National Airways,IONA,Ireland
IOA,Iowa Airways,IOWA AIR,United States
IRA,Iran Air,IRANAIR,Iran
IRC,Iran Aseman Airlines,ASEMAN,Iran
IRG,Iranian Naft Airlines,NAFT,Iran
IAW,Iraqi Airways,IRAQI,Iraq
BIS,Irbis Air,IRBIS,Kazakhstan
IRL,Irish Air Corps,IRISH,Ireland
RDK,Irish Air Transport,IRISH TRANS,Ireland
XMR,Irish Aviation Authority,AUTHORITY,Ireland
MZA,Irtysh Air,IRTYSH AIRLINES,Kazakhstan
KCE,Irving Oil,KACEY,Canada
ISI,Island Air,ISLANDMEX,Mexico
ILF,Island Air Charters,ISLAND FLIGHT,United States
XYZ,Island Air Express,RAINBIRD,United States
SOY,Island Aviation,SORIANO,Philippines
IOM,Island Aviation and Travel,ISLE AVIA,United Kingdom
SDY,Island Express,SANDY ISLE,United States
MTP,Island Helicopters,METROCOPTER,United States
IAJ,Islandair Jersey,JARLAND,United Kingdom
ICB,Icebird Airline,ICEBIRD,Iceland
ISW,Islas Airways,PINTADERA,Spain
IGS,Isle Grande Flying School,ISLA GRANDE,United States
IOS,Isles of Scilly Skybus,SCILLONIA,United Kingdom
IAI,Israel Aircraft Industries,ISRAEL AIRCRAFT,Israel
ISR,Israir,ISRAIR,Israel
IST,Istanbul Airlines,ISTANBUL,Turkey
ACL,Itali Airlines,SPADA,Italy
IFS,Italy First,RIVIERA,Italy
IKA,Itek Air,ITEK-AIR,Kyrgyzstan
IVS,Ivoire Aero Services,IVOIRE AERO,Ivory Coast
IVW,Ivoire Airways,IVOIRAIRWAYS,Ivory Coast
IJE,Ivoire Jet Express,IVOIRE JET,Ivory Coast
IXR,Ixair,X-BIRD,France
IZM,Izair,IZMIR,Turkey
IZA,Izhavia,IZHAVIA,Russia
IMG,Imperial Cargo Airlines,IMPERIAL AIRLINES,Ghana
JSH,Jet-stream,STREAM AIR,Hungary
JCB,J C Bamford (Excavators),JAYSEEBEE,United Kingdom
RFX,J P Hunt Air Carriers,REFLEX,United States
JEX,JAL Express,JANEX,Japan
JAZ,JALWays,JALWAYS,Japan
JDA,JDAviation,JAY DEE,United Kingdom
JDP,JDP Lux,RED PELICAN,Luxembourg
TQM,JM Family Aviation,TACOMA,United States
JMC,JMC Airlines,JAYEMMSEE,United Kingdom
JSJ,JS Air,JS CHARTER,Pakistan
JES,JS Aviation,JAY-ESS AVIATION,Mexico
JCK,Jackson Air Services,JACKSON,Canada
JAE,Jade Cargo International,JADE CARGO,China
JAW,Jamahiriya Airways,JAW,Libya
JMB,Jambo Africa Airlines,JAMBOAFRICA,Democratic Republic of Congo
WWW,Janet,JANET,United States
JAK,Jana-Arka,YANZAR,Kazakhstan
JAX,Janair,JANAIR,United States
JAC,Japan Air Commuter,COMMUTER,Japan
JAL,Japan Airlines,JAPANAIR,Japan
JAL,Japan Airlines Domestic,J-BIRD,Japan
JAA,Japan Asia Airways,ASIA,Japan
JTA,Japan Transocean Air,JAI OCEAN,Japan
JAT,Jat Airways,JAT,Serbia
JTY,Jatayu Airlines,JATAYU,Indonesia
JZR,Jazeera Airways,JAZEERA,Kuwait
JJA,Jeju Air,JEJU AIR,Republic of Korea
JNY,Jenney Beechcraft,JENAIR,United States
JPN,Jeppesen UK,JETPLAN,United Kingdom
JEA,Jet Air,JETA,Poland
JSI,Jet Air Group,SISTEMA,Russia
JAI,Jet Airways,JET AIRWAYS,India
JTX,Jet Aspen Air Lines,JET ASPEN,United States
PJS,Jet Aviation,JETAVIATION,Switzerland
BZF,Jet Aviation Business Jets,BIZFLEET,United States
JCF,Jet Center Flight Training,JET CENTER,Spain
JCT,Jet Charter,JET CHARTER,United States
JCX,Jet Connection,JET CONNECT,Germany
DWW,Jet Courier Service,DON JUAN,United States
JED,Jet East International,JET EAST,United States
JEI,Jet Executive International Charter,JET EXECUTIVE,Germany
RZA,Jet Fighter Flights,RAZOR,Australia
CFT,Jet Freighters,CASPER FREIGHT,United States
JGD,Jet G&D Aviation,JET GEE-AND-DEE,Israel
MJL,Jet Line International,MOLDJET,Moldova
JEK,Jet Link,JET OPS,Israel
HTL,Jet Link Aviation,HEARTLAND,United States
JNR,Jet Norte,JET NORTE,Mexico
JRN,Jet Rent,JET RENT,Mexico
JDI,Jet Service,JEDI,Poland
JSA,Jetstar Asia,JETSTAR ASIA,Singapore
JSM,Jet Stream,JET STREAM,Moldova
JTC,Jet Trans Aviation,JETRANS,Ghana
JTT,Jet-2000,MOSCOW JET,Russia
OPS,Jet-Ops,OPS-JET,United Arab Emirates
EXS,Jet2.com,CHANNEX,United Kingdom
JFU,Jet4You,ARGAN,Morocco
OSW,JetAfrica Swaziland,BEVO,Swaziland
JBU,JetBlue Airways,JETBLUE,United States
JMG,JetMagic,JET MAGIC,Ireland
JAA,Jet Asia Airways,JET ASIA,Thailand
JAF,Jetairfly,BEAUTY,Belgium
JTL,Jetall Holdings,FIREFLY,Canada
JAG,Jetalliance,JETALLIANCE,Austria
JCS,Jetclub,JETCLUB,Switzerland
QNZ,Jetconnect,QANTAS JETCONNECT,New Zealand
UEJ,Jetcorp,JETCORP,United States
JCC,Jetcraft Aviation,JETCRAFT,Australia
JEF,Jetflite,JETFLITE,Finland
JFL,Jetfly Airlines,LINEFLYER,Austria
JIC,Jetgo International,JIC-JET,Thailand
JLX,Jetlink Express,KEN JET,Kenya
JNV,Jetnova de Aviación Ejecutiva,JETNOVA,Spain
JPO,Jetpro,JETPRO,Mexico
MDJ,Jetran Air,JETRAN AIR,Romania
JRI,Jetrider International,JETRIDER,United Kingdom
JEJ,Jets Ejecutivos,MEXJETS,Mexico
JEP,Jets Personales,JET PERSONALES,Spain
JSE,Jets Y Servicios Ejecutivos,SERVIJETS,Mexico
JGO,JetsGo,JETSGO,Canada
JST,Jetstar,JETSTAR,Australia
JKT,Jetstar Hong Kong Airways,KAITAK,China
JSH,Jetstream Air,STREAM-AIR,Hungary
JXT,Jetstream Executive Travel,VANNIN,United Kingdom
RSP,JetSuite,REDSTRIPE,United States
JPQ,Jett Paqueteria,JETT PAQUETERIA,Mexico
JTG,Jettime,JETTIME,Denmark
JTN,Jettrain Corporation,JETTRAIN,United States
JWY,Jetways of Iowa,JETWAYS,United States
JXX,JetX Airlines,JETBIRD,Iceland
JIB,Jibair,JIBAIRLINE,Djibouti
JSW,Jigsaw Project,JIGSAW,United Kingdom
HKN,Jim Hankins Air Service,HANKINS,United States
RAS,Jim Ratliff Air Service,SHANHIL,United States
JDG,Joanas Avialinijos,LADYBLUE,Lithuania
JBR,Job Air,JOBAIR,Czech Republic
JHN,Johnson Air,AIR JOHNSON,United States
JON,Johnsons Air,JOHNSONSAIR,Ghana
JMJ,Johnston Airways,JOHNSTON,United States
JMM,Joint Military Commission,JOICOMAR,Sudan
JMT,Jomartaxi Aereo,JOMARTAXI,Mexico
ODI,Jonsson, H Air Taxi,ODINN,Iceland
JAV,Jordan Aviation,JORDAN AVIATION,Jordan
JVK,Jorvik,ISLANDIC,Iceland
JNJ,Journey Jet,JOURNEY JET,Thailand
JUR,Ju-Air,JUNKERS,Switzerland
JFS,Juanda Flying School,JAEMCO,Indonesia
JUC,Juba Cargo Services & Aviation Company,JUBA CARGO,Sudan
JUB,Jubba Airways,JUBBA,Somalia
DKE,Jubilee Airways,DUKE,United Kingdom
DKH,Juneyao Airlines,JUNEYAO AIRLINES,China
MEY,Justair Scandinavia,MELODY,Sweden
DOJ,Justice Prisoner and Alien Transportation System,JUSTICE,United States
KHK,Kharkiv Airlines,SUNRAY,Ukraine
KGZ,Kyrgyz Airlines,BERMET,Kyrgyzstan
KDC,K D Air Corporation,KAY DEE,Canada
KSA,K S Avia,SKY CAMEL,Latvia
KMI,K-Mile Air,KAY-MILE AIR,Thailand
KNI,KD Avia,KALININGRAD AIR,Russia
KLC,KLM Cityhopper,CITY,Netherlands
KLH,KLM Helicopter,KLM HELI,Netherlands
KLM,KLM,KLM,Netherlands
QNK,Kabo Air,KABO,Nigeria
KMC,Kahama Mining Corporation,KAHAMA,Tanzania
KAI,Kaiser Air,KAISER,United States
CKS,Kalitta Air,CONNIE,United States
KFS,Kalitta Charters,KALITTA,United States
KFS,Kalitta Charters II,KALITTA,United States
KES,Kallat El Saker Air Company,KALLAT EL SKER,Libya
KMF,Kam Air,KAMGAR,Afghanistan
KMP,Kampuchea Airlines,KAMPUCHEA,Cambodia
KHE,Kanfey Ha'emek Aviation,KANFEY HAEMEK,Israel
KSU,Kansas State University,K-STATE,United States
AKT,Karat,AVIAKARAT,Russia
KRB,Karibu Airways Company,KARIBU AIR,Tanzania
KLG,Karlog Air Charter,KARLOG,Denmark
KAJ,Karthago Airlines,KARTHAGO,Tunisia
KAE,Kartika Airlines,KARTIKA,Indonesia
KTV,Kata Transportation,KATAVIA,Sudan
KTK,Katekavia,KATEKAVIA,Russia
KAT,Kato Airline,KATO-AIR,Norway
MVD,Kavminvodyavia,AIR MINVODY,Russia
KRN,Kaz Agros Avia,ANTOL,Kazakhstan
KAW,Kaz Air West,KAZWEST,Kazakhstan
KAO,Kazan Aviation Production Association,KAZAVAIA,Russia
KPH,Kazan Helicopters,KAMA,Russia
KKA,Kazavia,KAKAIR,Kazakhstan
KZS,Kazaviaspas,SPAKAZ,Kazakhstan
JFK,Keenair Charter -,KEENAIR,United Kingdom
KLX,Kelix Air,KELIX,Nigeria
FKL,Kelner Airways,KELNER,Canada
KFA,Kelowna Flightcraft Air Charter,FLIGHTCRAFT,Canada
KDA,Kendell Airlines,KENDELL,Australia
KEN,Kenmore Air,KENMORE,United States
KBA,Kenn Borek Air,BOREK AIR,Canada
KAH,Kent Aviation,DEKAIR,Canada
KQA,Kenya Airways,KENYA,Kenya
KVS,Kevis,KEVIS,Kazakhstan
KEY,Key Airlines,KEY AIR,United States
LYM,Key Lime Air,KEY LIME,United States
FTP,Keystone Aerial Surveys,FOOTPRINT,United States
KEE,Keystone Air Service,KEYSTONE,Canada
KZW,Khalifa Airways,KHALIFA AIR,Algeria
WKH,Kharkov Aircraft Manufacturing Company,WEST-KHARKOV,Ukraine
KHR,Khazar,KHAZAR,Turkmenistan
KHP,Khoezestan Photros Air Lines,PHOTROS AIR,Iran
KRV,Khoriv-Avia,KHORIV-AVIA,Ukraine
KHO,Khors Aircompany,AIRCOMPANY KHORS,Ukraine
KHY,Khyber Afghan Airlines,KHYBER,Afghanistan
UAK,Kiev Aviation Plant,AVIATION PLANT,Ukraine
KNG,King Aviation,KING,United Kingdom
BEZ,Kingfisher Air Services,SEA BREEZE,United States
KFR,Kingfisher Airlines,KINGFISHER,India
KNX,Knighthawk Air Express,KNIGHT FLIGHT,Canada
KAS,Kingston Air Services,KINGSTON AIR,Canada
KIP,Kinnarps,KINNARPS,Sweden
KNS,Kinshasa Airways,KINSHASA AIRWAYS,Democratic Republic of the Congo
KTA,Kirov Air Enterprise,VYATKA-AVIA,Russia
IRK,Kish Air,KISHAIR,Iran
KHA,Kitty Hawk Aircargo,AIR KITTYHAWK,United States
KHC,Kitty Hawk Airways,CARGO HAWK,United States
KIA,Kiwi International Air Lines,KIWI AIR,United States
KNA,Knight Air,KNIGHTAIR,Canada
KHX,Knighthawk Express,RIZZ,United States
KGT,Knights Airlines,KNIGHT-LINER,Nigeria
KOA,Koanda Avacion,KOANDA,Spain
OYE,Koda International,KODA AIR,Nigeria
KGL,Kogalymavia Air Company,KOGALYM,Russia
KOM,Kom Activity,COMJET,Netherlands
KMA,Komiaviatrans State Air Enterprise,KOMI AVIA,Russia
KMV,Komiinteravia,KOMIINTER,Russia
KNM,Komsomolsk-on-Amur Air Enterprise,KNAAPO,Russia
KOB,Koob-Corp - 96 KFT,AUTOFLEX,Hungary
KAL,Korean Air,KOREANAIR,Republic of Korea
KMG,Kosmas Air,KOSMAS CARGO,Serbia
KSM,Kosmos,KOSMOS,Russia
KOS,Kosova Airlines,KOSOVA,Serbia
WOK,Kovar Air,WOKAIR,Czech Republic
KJC,Krasnojarsky Airlines,KRASNOJARSKY AIR,Russia
KFC,Kremenchuk Flight College,KREMENCHUK,Ukraine
KRG,Krimaviamontag,AVIAMONTAG,Ukraine
KRO,Kroonk Air Agency,KROONK,Ukraine
KRI,Krylo Airlines,Krylo,Russia
KYM,Krym,CRIMEA AIR,Ukraine
OPC,Krystel Air Charter,OPTIC,United Kingdom
KIL,Kuban Airlines,AIR KUBAN,Russia
KPA,Kunpeng Airlines,KUNPENG,China
KBV,Kustbevakningen,SWECOAST,Sweden
KAC,Kuwait Airways,KUWAITI,Kuwait
KZU,Kuzu Airlines Cargo,KUZU CARGO,Turkey
QVR,Kvadro Aero,PEGASO,Kyrgyzstan
KWN,Kwena Air,KWENA,South Africa
KGZ,Kyrgyz Airlines,BERMET,Kyrgyzstan
KTC,Kyrgyz Trans Avia,DINARA,Kyrgyzstan
LYN,Kyrgyzstan,ALTYN AVIA,Kyrgyzstan
KGA,Kyrgyzstan Airlines,KYRGYZ,Kyrgyzstan
DAM,Kyrgyzstan Department of Aviation,FLIGHT RESCUE,Kyrgyzstan
KGB,Kyrgz General Aviation,KEMIN,Kyrgyzstan
AOE,Lvingstone Executive,LIVINGSTONE AIR,Italy
LZF,Lease Fly,SKYLEASE,Portugal
LHB,Liebherr Geschaeftreiseflugzeug,FAMILY,Germany
LGA,Logistic Air,LOGAIR,Malaysia
LGC,Legacy Air,LEGACY AIR,Thailand
JKA,LeTourneau University,JACKET,United States
LTY,Liberty Air,SKYDECK,Netherlands
LWL,Lowlevel,CUB DRIVER,Portugal
ARE,LAN Colombia,LAN COLOMBIA,Colombia
LWA,Libyan Wings,LIBYAN WINGS,Libya
LCT,Link Conexion Aerea,CONEXION LINK,Mexico
LYB,Lynden Air Cargo,HIGHLANDS,Papua New Guinea
LAH,L A Helicopter,STAR SHIP,United States
LJY,L J Aviation,ELJAY,United States
LRB,L R Airlines,LADY RACINE,Czech Republic
PHO,L&L Flygbildteknik,PHOTOFLIGHT,Sweden
LEX,L'Express Airlines,LEX,United States
FNT,L-3 Communications Flight Internation Aviation,FLIGHT INTERNATIONAL,United States
LAB,L.A.B. Flying Service,LAB,United States
LRC,LACSA,LACSA,Costa Rica
LDE,LADE - Líneas Aéreas Del Estado,LADE,Argentina
BNX,LAI - Línea Aérea IAACA,AIR BARINAS,Venezuela
LAN,LAN Airlines,LAN CHILE,Chile
DSM,Aero 2000,LAN AR,Argentina
LCO,LAN Cargo,LAN CARGO,Chile
LNC,LAN Dominica,LANCANA,Dominican Republic
LXP,LAN Express,LANEX,Chile
LPE,LAN Peru,LANPERU,Peru
LSA,LANSA,INTERNACIONAL,Dominican Republic
APT,LAP Colombia - Líneas Aéreas Petroleras, S.A.,LAP,Colombia
OTN,LASTP,LASTP,São Tomé and Príncipe
LCB,LC Busre,BUSRE,Peru
LOT,LOT Polish Airlines,POLLOT,Poland
JKA,LeTourneau University,JACKET,United States
LTE,LTE International Airways,FUN JET,Spain
LTO,LTU Austria,BILLA TRANSPORT,Austria
LTU,LTU International,LTU,Germany
JFC,LTV Jet Fleet Corporation,JET-FLEET,United States
LUK,LUKoil-Avia,LUKOIL,Russia
ASK,La Ronge Aviation Services,AIR SASK,Canada
LVT,La Valenciana Taxi Aéreo,TAXIVALENCIANA,Mexico
SKQ,Labcorp,SKYLAB,United States
LAL,Labrador Airways,LAB AIR,Canada
HCA,Lake Havasu Air Service,HAVASU,United States
LKL,Lakeland Aviation,LAKELAND,United States
LKR,Laker Airways,LAKER,United States
LBH,Laker Airways (Bahamas),LAKER BAHAMAS,United States
LMR,Lamra,LAMAIR,Sudan
TCR,Lanaes Aereas Trans Costa Rica,TICOS,Costa Rica
ISL,Landsflug,ISLANDIA,Iceland
PAP,Langtry Flying Group,PROFLIGHT,United Kingdom
LKN,Lankair,Lankair,Sri Lanka
RLN,Lankan Cargo,AERO LANKA,Sri Lanka
LZA,Lanza Air,AEROLANZA,Spain
LZT,Lanzarote Aerocargo,BARAKA,Spain
LLL,Lao Skyway,LAVIE,Lao Peoples Democratic Republic
LAO,Lao Airlines,LAO,Lao Peoples Democratic Republic
LKA,Lao Capricorn Air,NAKLOA,Lao Peoples Democratic Republic
LPN,Laoag International Airlines,LAOAG AIR,Philippines
LRD,Laredo Air,LAREDO AIR,United States
LTC,LatCharter,LATCHARTER,Latvia
LAF,Latvian Air Force,LATVIAN AIRFORCE,Latvia
LDA,Lauda Air,LAUDA AIR,Austria
LDI,Lauda Air Italy,LAUDA ITALY,Italy
LEP,Laughlin Express,LAUGHLIN EXPRESS,United States
LSU,Laus,LAUS AIR,Croatia
LAR,Lawrence Aviation,LAWRENCE,United States
LAY,Layang-Layang Aerospace,LAYANG,Malaysia
LPL,Lease-a-Plane International,LEASE-A-PLANE,United States
LAQ,Lebanese Air Transport,LAT,Lebanon
LAT,Lebanese Air Transport (charter),LEBANESE AIR,Lebanon
LAD,Lebanon Airport Development Corporation,LADCO-AIR,United States
LEB,Lebap,LEBAP,Turkmenistan
LCA,Leconte Airlines,LECONTE,United States
LIA,Leeward Islands Air Transport,LIAT,Antigua and Barbuda
LGD,Legend Airlines,LEGENDARY,United States
LWD,Leisure Air,LEISURE WORLD,United States
LEN,Lentini Aviation,LENTINI,United States
LOR,Leo-Air,LEO CHARTER,South Africa
LEL,Leonsa De Aviación,LEONAVIA,Spain
LYW,Libyan Airlines,LIBYAN AIRWAYS,Libya
LAA,Libyan Arab Airlines,LIBAIR,Libya
LCR,Libyan Arab Air Cargo,LIBAC,Libya
LCG,Lignes Aeriennes Congolaises,CONGOLAISE,Democratic Republic of the Congo
LKD,Lignes Aeriennes Du Tchad,LATCHAD,Chad
LME,Lignes Mauritaniennes Air Express,LIMAIR EXPRESS,Mauritania
GCB,Lignes Nationales Aeriennes - Linacongo,LINACONGO,Republic of the Congo
LSY,Lindsay Aviation,LINDSAY AIR,United States
NOT,Línea Aérea Costa Norte,COSTA NORTE,Chile
LMC,Línea Aérea Mexicana de Carga,LINEAS DECARGA,Mexico
LNP,Línea Aérea SAPSA,SAPSA,Chile
NEG,Línea Aérea de Fumig Aguas Negras,AGUAS NEGRAS,Chile
LER,Línea Aérea de Servicio Ejecutivo Regional,LASER,Venezuela
TUY,Línea Turística Aereotuy,AEREOTUY,Venezuela
ALR,Líneas Aéreas Alaire S.L.,AEROLAIRE,Spain
LCD,Líneas Aéreas Azteca,LINEAS AZTECA,Mexico
LCN,Líneas Aéreas Canedo LAC,CANEDO,Bolivia
LCM,Líneas Aéreas Comerciales,LINEAS COMERCIALES,Mexico
EDD,Líneas Aéreas Ejectuivas De Durango,LINEAS DURANGO,Mexico
EDR,Líneas Aéreas Eldorado,ELDORADRO,Colombia
FED,Líneas Aéreas Federales,FEDERALES,Argentina
LMN,Líneas Aéreas Monarca,LINEAS MONARCA,Mexico
LIJ,Líneas Aéreas San Jose,LINEAS JOSE,Mexico
UMA,Líneas Aéreas del Humaya,HUMAYA,Mexico
LEC,Linex,LECA,Central African Republic
SMS,Linhas Aéreas Santomenses,SANTOMENSES,São Tomé and Príncipe
LAM,Linhas Aéreas de Moçambique,MOZAMBIQUE,Mozambique
WGT,Lion Air Services,WORLDGATE,United Kingdom
LNI,Lion Mentari Airlines,LION INTER,Indonesia
LEU,Lions-Air,LIONSAIR,Switzerland
LYF,Lithuanian Air Force,LITHUANIAN AIRFORCE,Lithuania
LRA,Little Red Air Service,LITTLE RED,Canada
LVG,Livingston,LIVINGSTON,Italy
LLB,Lloyd Aéreo Boliviano,LLOYDAEREO,Bolivia
LNA,Lnair Air Services,ELNAIR,Spain
LAC,Lockeed Aircraft Corporation,LOCKHEED,United States
CBD,Lockheed Martin Aeronautics,CATBIRD,United States
LNG,Lockheed Martin Aeronautics Company,LIGHTNING,United States
LOG,Loganair,LOGAN,United Kingdom
CLV,Lom Praha Flying School,AEROTRAINING,Czech Republic
LMS,Lomas Helicopters,LOMAS,United Kingdom
LCY,London City Airport Jet Centre,LONDON CITY,United Kingdom
LNX,London Executive Aviation,LONEX,United Kingdom
LOV,London Flight Centre (Stansted),LOVEAIR,United Kingdom
LHC,London Helicopter Centres,MUSTANG,United Kingdom
LSS,Lone Star Airlines,LONE STAR,United States
ORA,Long Island Airlines,LONG ISLAND,United States
LGT,Longtail Aviation,LONGTAIL,Bermuda
LRR,Lorraine Aviation,LORRAINE,France
LSC,Los Cedros Aviación,CEDROS,Chile
TAS,Lotus Air,LOTUS FLOWER,Egypt
LTW,Luchtvaartmaatschappij Twente,TWENTAIR,Netherlands
LKE,Lucky Air,LUCKY AIR,China
LUT,Luft Carago,LUGO,South Africa
LVD,Luftfahrt-Vermietungs-Dienst,AIR SANTE,Austria
LGW,Luftfahrtgesellschaft Walter,WALTER,Germany
DLH,Lufthansa,LUFTHANSA,Germany
GEC,Lufthansa Cargo,LUFTHANSA CARGO,Germany
CLH,Lufthansa CityLine,HANSALINE,Germany
LHT,Lufthansa Technik,LUFTHANSA TECHNIK,Germany
LTF,Lufttaxi Fluggesellschaft,Garfield,Germany
LTR,Lufttransport,LUFT TRANSPORT,Norway
LHS,Luhansk,ENTERPRISE LUHANSK,Ukraine
UNY,Lund University School of Aviation,UNIVERSITY,Sweden
LGL,Luxair,LUXAIR,Luxembourg
LXA,Luxaviation,RED LION,Luxembourg
LUV,Luxembourg Air Rescue,LUX RESCUE,Luxembourg
LFE,Luxflight Executive,LUX EXPRESS,Luxembourg
LUZ,Luzair,LISBON JET,Portugal
UKW,Lviv Airlines,UKRAINE WEST,Ukraine
LYD,Lydd Air,LYDDAIR,United Kingdom
LCH,Lynch Flying Service,LYNCH AIR,United States
LYC,Lynden Air Cargo,LYNDEN,United States
LXF,Lynx Air International,LYNX FLIGHT,United States
LYX,Lynx Aviation,LYNX AIR,Pakistan
SSX,Lynx Aviation,SHASTA,United States
LPR,Líneas Aéreas Privadas Argentinas,LAPA,Argentina
LAU,Líneas Aéreas Suramericanas,SURAMERICANO,Colombia
MWM,Modern Transporte Aereo De Carga,MODERNAIR,Brazil
MSJ,Magnum Air,MAGNUM AIR,Philippines
MWI,Malawian Airlines 2014,MALAWIAN,Malawi
MYP,Mann Yadanarpon Airlines,MANN ROYAL,Myanmar
RDK,Memorial Hermann Hospital System,RED DUKE,United States
MLV,Multiservicios Aereos Del Valle,MULTI VALLE,Mexico
MMJ,Macau Jet International,MACUAJET,China
MXF,Maximum Flight Advantages,MAXFLIGHT,United States
MXD,Malindo Airways,MALINDO EXPRESS,Malaysia
MJC,Mandarin Air,AIR MANDA,China
PLG,MBK-S,PILGRIM,Russia
DZR,Midwest Aviation,DOZER,United States
MFB,Mountain Flyers 80,MOUNTAINHELI,Switzerland
HTL,My Fair Jet,HOTLINE,Austria
JNH,M & N Aviation,JONAH,United States
MCF,MAC Fotografica,MAC FOTO,Spain
MRG,MANAG'AIR,MANAG'AIR,France
MPJ,MAP-Management and Planung,MAPJET,Austria
TFG,MAS Airways,TRAFALGAR,United Kingdom
MAA,MasAir,MAS CARGA,Mexico
MWG,MASwings,MASWINGS,Malaysia
MAK,MAT Macedonian Airlines,MAKAVIO,Macedonia
MCC,MCC Aviation,DISCOVERY,South Africa
MGA,MG Aviación,MAG AVACION,Spain
JLA,MIA Airlines,SALLINE,Romania
MGL,MIAT Mongolian Airlines,MONGOL AIR,Mongolia
MNC,MIT Airlines,MUNCIE,Canada
MKA,MK Airline,KRUGER-AIR,Ghana
MNB,MNG Airlines,BLACK SEA,Turkey
EBF,MSR Flug-Charter,SKYRUNNER,Germany
MCV,MTC Aviación,MTC AVIACION,Mexico
MAQ,Mac Aviation,MAC AVIATION,Spain
MCN,Mac Dan Aviation Corporation,MAC DAN,United States
MCS,Macedonian Airlines,MACAIR,Greece
MDH,Madina Air,MADINA AIR,Libya
MJB,Magic Blue Airlines,MAGIC BLUE,Netherlands
MGR,Magna Air,MAGNA AIR,Austria
MLH,Mahalo Air,MAHALO,United States
IRM,Mahan Air,MAHAN AIR,Iran
MZS,Mahfooz Aviation,MAHFOOZ,Gambia
MAT,Maine Aviation,MAINE-AV,United States
MAJ,Majestic Airlines,MAGIC AIR,United States
AKM,Mak Air,MAKAIR,Kazakhstan
MLX,Malawi Express,MALAWI EXPRESS,Malawi
MKK,Malaya Aviatsia Dona,AEROKEY,Russia
MAS,Malaysia Airlines,MALAYSIAN,Malaysia
MAE,Mali Air,MALI AIREXPRESS,Austria
VXP,Mali Air Express,AVION EXPRESS,Mali
MTZ,Mali Airways,MALI AIRWAYS,Mali
MLC,Malila Airlift,MALILA,Democratic Republic of the Congo
MLS,Mall Airways,MALL-AIRWAYS,United States
LOD,Malmoe Air Taxi,LOGIC,Sweden
SCW,Malmö Aviation,SCANWING,Sweden
MAC,Malta Air Charter,MALTA CHARTER,Malta
MWS,Malta Wings,MALTA WINGS,Malta
MAH,Malév Hungarian Airlines,MALEV,Hungary
MLB,Manaf International Airways,MANAF,Burundi
MDL,Mandala Airlines,MANDALA,Indonesia
MDA,Mandarin Airlines,MANDARIN,Taiwan
MNO,Mango,TULCA,South Africa
MHN,Manhattan Air,MANHATTAN,United Kingdom
MTO,Manitoulin Air Services,MANITOULIN,Canada
MNR,Mann Air,TEEMOL,United Kingdom
MAN,Mannion Air Charter,MANNION,United States
MTS,Mantrust Asahi Airways,MANTRUST,Indonesia
MNX,Manx Airlines,MANX,United Kingdom
MAD,Maple Air Services,MAPLE AIR,Canada
MAR,March Helicopters,MARCH,United Kingdom
MCP,Marcopolo Airways,MARCOPOLO,Afghanistan
MGI,Marghi Air,MARGHI,Nigeria
MRK,Markair,MARKAIR,United States
MKO,Markoss Aviation,GOSHAWK,United Kingdom
MRW,Mars RK,AVIAMARS,Ukraine
MCE,Marshall Aerospace,MARSHALL,United Kingdom
MSL,Marsland Aviation,MARSLANDAIR,Sudan
MBE,Martin-Baker,MARTIN,United Kingdom
MPH,Martinair,MARTINAIR,Netherlands
MRA,Martinaire,MARTEX,United States
MFA,Martyn Fiddler Associates,SEAHORSE,United Kingdom
